customer_id,age,annual_income,credit_score,loan_amount,loan_term_years,debt_to_income_ratio,late_payments,employment_type,education,loan_purpose,default
1696,56,135584,796,477164,1,0.2,9,Self-Employed,High School,Business,0
1697,29,106567,462,249413,10,0.23,0,Unemployed,High School,Business,0
1698,58,95886,840,193511,20,0.24,4,Self-Employed,High School,Home,0
1699,42,169888,464,442631,3,0.27,8,Unemployed,High School,Car,0
1700,22,49432,594,410785,5,0.26,4,Salaried,Graduate,Education,0
1701,44,199689,341,7369,15,0.38,9,Unemployed,Graduate,Personal,0
1702,28,92373,584,377107,10,0.56,2,Salaried,PhD,Home,0
1703,31,185289,686,233629,3,0.41,8,Self-Employed,Graduate,Personal,0
1704,33,40884,437,267672,15,0.64,8,Salaried,High School,Personal,0
1705,37,25454,486,113806,15,0.6,3,Unemployed,Postgraduate,Business,0
1706,28,94960,730,166386,20,0.19,3,Unemployed,PhD,Home,0
1707,41,122421,715,107979,20,0.13,7,Unemployed,High School,Home,0
1708,38,63618,725,416263,10,0.71,6,Self-Employed,Graduate,Education,0
1709,50,67111,715,286892,3,0.16,4,Business,Postgraduate,Car,0
1710,38,190685,325,40109,5,0.2,5,Self-Employed,Postgraduate,Personal,1
1711,51,140592,670,18919,10,0.12,2,Salaried,Graduate,Education,1
1712,58,79993,684,314642,15,0.54,5,Salaried,High School,Education,1
1713,52,148652,355,322952,15,0.51,7,Self-Employed,Postgraduate,Personal,1
1714,31,159920,552,216864,1,0.79,9,Self-Employed,Postgraduate,Business,0
1715,45,98672,405,75441,3,0.72,8,Salaried,Graduate,Business,0
1716,53,86125,429,380987,1,0.39,2,Salaried,Postgraduate,Personal,0
1717,58,137509,675,341564,20,0.36,7,Salaried,Postgraduate,Home,0
1718,61,81602,607,427122,5,0.31,2,Business,Postgraduate,Car,0
1719,28,62222,390,374591,10,0.21,1,Business,PhD,Business,0
1720,31,69223,692,469702,15,0.2,4,Self-Employed,High School,Car,1
1721,42,85333,833,71896,3,0.19,3,Self-Employed,High School,Education,0
1722,44,142650,409,108431,15,0.18,4,Business,Graduate,Education,1
1723,61,69420,639,420162,20,0.27,5,Unemployed,High School,Personal,0
1724,37,95504,655,52020,1,0.31,2,Business,Postgraduate,Personal,0
1725,32,22462,467,210338,1,0.77,0,Self-Employed,High School,Personal,0
1726,52,29460,751,289305,10,0.5,3,Business,PhD,Business,0
1727,35,119319,404,32738,3,0.79,5,Unemployed,Postgraduate,Car,0
1728,36,160347,449,139997,20,0.36,1,Self-Employed,Postgraduate,Education,0
1729,42,164341,445,406679,3,0.42,1,Salaried,PhD,Car,0
1730,48,149593,598,62153,10,0.33,0,Self-Employed,PhD,Business,0
1731,40,142672,466,219020,20,0.23,8,Business,High School,Car,0
1732,53,92920,347,66009,20,0.2,2,Business,High School,Car,1
1733,30,42553,538,355082,1,0.76,1,Unemployed,High School,Personal,0
1734,60,175438,306,366690,1,0.79,3,Business,PhD,Car,0
1735,52,64036,763,489469,1,0.13,5,Unemployed,High School,Car,0
1736,53,168441,752,177624,15,0.21,0,Self-Employed,Graduate,Car,0
1737,22,162867,670,323415,5,0.4,8,Business,High School,Home,0
1738,53,90021,848,276941,1,0.23,8,Self-Employed,PhD,Education,0
1739,53,127205,786,353274,5,0.35,7,Salaried,PhD,Education,1
1740,61,181215,510,76942,5,0.19,5,Salaried,Graduate,Car,0
1741,33,180497,464,123065,3,0.42,3,Unemployed,Postgraduate,Personal,1
1742,50,108209,424,281109,10,0.29,1,Business,Graduate,Personal,0
1743,53,95139,636,280877,15,0.35,7,Self-Employed,PhD,Personal,0
1744,33,25368,491,451439,5,0.17,6,Self-Employed,Postgraduate,Education,0
1745,46,155693,513,394326,15,0.4,3,Business,Graduate,Business,0
1746,42,78829,627,162998,3,0.79,2,Self-Employed,Graduate,Car,0
1747,59,149036,680,164855,1,0.33,5,Business,Postgraduate,Education,0
1748,22,34719,538,88360,20,0.71,0,Business,Graduate,Personal,0
1749,58,49227,831,172466,5,0.69,1,Salaried,Postgraduate,Education,0
1750,59,129430,381,375522,10,0.77,6,Business,High School,Education,0
1751,46,158638,662,200868,20,0.65,2,Self-Employed,Postgraduate,Education,0
1752,35,32306,804,295431,3,0.56,0,Business,Graduate,Personal,0
1753,54,73822,501,87104,15,0.7,1,Salaried,High School,Business,0
1754,62,44042,803,166508,1,0.15,9,Salaried,PhD,Home,0
1755,64,166158,336,354060,15,0.42,9,Unemployed,PhD,Car,0
1756,60,168459,701,226404,10,0.79,8,Self-Employed,PhD,Car,0
1757,31,178114,475,471783,5,0.64,6,Business,Graduate,Education,1
1758,23,109424,844,485699,10,0.77,6,Self-Employed,High School,Business,0
1759,26,169395,766,270332,15,0.65,9,Self-Employed,Postgraduate,Personal,0
1760,29,38019,500,96205,15,0.71,7,Business,PhD,Home,0
1761,26,95426,839,237321,20,0.59,7,Salaried,PhD,Home,0
1762,29,60863,846,364493,10,0.63,8,Self-Employed,High School,Education,1
1763,59,131023,693,142837,10,0.47,1,Unemployed,High School,Education,0
1764,51,161355,341,449842,10,0.75,7,Self-Employed,High School,Personal,0
1765,52,169351,692,224779,1,0.68,7,Salaried,Graduate,Personal,0
1766,61,66999,740,146879,15,0.69,4,Unemployed,High School,Personal,0
1767,32,82780,805,15204,3,0.57,4,Unemployed,Postgraduate,Education,0
1768,28,42908,619,228674,1,0.31,3,Unemployed,Postgraduate,Business,1
1769,28,146278,514,194016,1,0.12,4,Unemployed,PhD,Education,1
1770,48,133002,370,309264,1,0.75,1,Business,Postgraduate,Education,0
1771,40,189024,535,107903,20,0.51,1,Business,High School,Home,0
1772,27,120706,580,420874,3,0.31,4,Business,Postgraduate,Personal,0
1773,31,188735,461,304225,10,0.2,2,Unemployed,PhD,Car,0
1774,40,142019,490,261687,20,0.68,0,Salaried,Graduate,Personal,0
1775,36,129708,308,39986,15,0.69,8,Self-Employed,Postgraduate,Business,0
1776,24,199001,359,346466,5,0.67,1,Unemployed,PhD,Business,0
1777,26,29343,524,361963,20,0.55,9,Salaried,PhD,Personal,0
1778,42,96173,586,397159,5,0.36,1,Self-Employed,High School,Personal,0
1779,46,120260,468,55304,15,0.31,3,Unemployed,PhD,Education,1
1780,23,190863,361,332736,3,0.11,1,Self-Employed,Postgraduate,Car,0
1781,61,180206,648,325692,5,0.68,6,Business,PhD,Education,1
1782,62,198173,741,365591,1,0.16,9,Business,PhD,Home,0
1783,34,89443,313,44986,20,0.54,0,Business,High School,Home,0
1784,31,77530,463,341239,5,0.45,1,Salaried,High School,Business,0
1785,38,197871,719,96594,15,0.47,4,Business,Postgraduate,Business,0
1786,32,155899,819,355425,1,0.75,1,Salaried,PhD,Car,0
1787,43,116143,847,71151,5,0.12,8,Business,Graduate,Business,1
1788,32,164771,327,340742,15,0.64,3,Business,PhD,Home,0
1789,33,134527,745,295358,3,0.14,8,Business,Graduate,Car,0
1790,45,156385,507,305889,15,0.13,0,Salaried,Postgraduate,Home,0
1791,39,164670,769,178620,3,0.4,0,Self-Employed,High School,Personal,1
1792,56,131362,403,146753,1,0.14,0,Salaried,Postgraduate,Personal,0
1793,28,48807,725,143056,15,0.65,3,Unemployed,High School,Car,0
1794,49,196298,400,163651,10,0.47,8,Unemployed,High School,Education,1
1795,52,79550,840,357954,20,0.12,7,Salaried,PhD,Business,0
1796,64,23558,821,239347,10,0.13,6,Salaried,PhD,Car,0
1797,38,70113,405,191005,10,0.53,0,Self-Employed,High School,Business,0
1798,26,72999,576,425615,10,0.66,2,Salaried,Graduate,Home,0
1799,38,187415,364,167553,20,0.41,8,Business,Graduate,Education,1
1800,39,78219,487,5944,10,0.49,8,Self-Employed,PhD,Business,0
1801,42,186258,616,98993,3,0.66,4,Salaried,Postgraduate,Personal,0
1802,57,188038,437,276258,15,0.53,5,Salaried,Graduate,Personal,1
1803,52,184841,642,306990,1,0.26,5,Unemployed,High School,Home,0
1804,61,73218,404,219738,10,0.53,9,Self-Employed,PhD,Car,1
1805,23,39229,845,213920,10,0.54,3,Unemployed,PhD,Business,0
1806,48,95209,679,261805,1,0.61,0,Salaried,High School,Home,0
1807,30,47877,409,299740,1,0.53,4,Self-Employed,Postgraduate,Personal,0
1808,55,117137,844,109087,10,0.78,0,Business,High School,Personal,1
1809,49,58084,653,473503,3,0.24,0,Salaried,Postgraduate,Personal,0
1810,35,101780,616,274051,1,0.77,4,Salaried,PhD,Education,1
1811,53,167878,565,260035,15,0.48,4,Unemployed,Postgraduate,Education,0
1812,27,57034,364,164186,15,0.57,6,Business,High School,Personal,0
1813,32,191389,632,292153,3,0.17,1,Salaried,PhD,Car,0
1814,50,75468,812,351990,20,0.37,5,Unemployed,Graduate,Education,0
1815,41,170166,432,317385,5,0.64,1,Unemployed,PhD,Business,0
1816,51,30589,839,171797,3,0.59,9,Salaried,High School,Education,1
1817,44,77221,834,286140,10,0.13,4,Self-Employed,High School,Business,0
1818,40,21657,795,404263,5,0.48,3,Salaried,PhD,Education,0
1819,57,118300,668,295911,10,0.16,9,Business,PhD,Personal,1
1820,24,137229,398,283491,15,0.8,4,Salaried,PhD,Business,0
1821,48,59531,616,107063,1,0.73,1,Self-Employed,Postgraduate,Car,1
1822,64,72227,422,29102,10,0.11,7,Unemployed,Graduate,Education,0
1823,40,23164,619,9263,15,0.7,7,Business,Postgraduate,Education,0
1824,44,113078,794,375729,3,0.74,5,Business,High School,Personal,0
1825,52,61247,756,72438,10,0.35,2,Business,PhD,Business,0
1826,61,170673,821,101359,15,0.6,3,Business,Postgraduate,Personal,0
1827,56,70599,819,428756,1,0.41,0,Self-Employed,Postgraduate,Business,1
1828,54,155624,614,135251,10,0.56,8,Self-Employed,High School,Education,1
1829,56,160489,841,499087,20,0.34,9,Self-Employed,Postgraduate,Education,0
1830,22,88207,778,473942,15,0.33,4,Self-Employed,High School,Education,1
1831,35,92055,319,461985,10,0.4,7,Unemployed,Postgraduate,Education,0
1832,54,122266,429,176915,1,0.2,2,Salaried,Graduate,Home,1
1833,56,98270,592,32690,10,0.68,3,Self-Employed,High School,Education,0
1834,26,131426,431,7994,10,0.34,3,Salaried,Graduate,Education,0
1835,59,154794,655,108533,20,0.38,7,Business,Postgraduate,Business,0
1836,62,90442,353,72546,15,0.73,8,Unemployed,Graduate,Education,0
1837,32,115632,686,405593,5,0.45,2,Unemployed,Graduate,Education,0
1838,23,191103,564,345716,10,0.48,6,Salaried,Graduate,Business,0
1839,38,41438,514,31467,5,0.77,8,Salaried,Postgraduate,Education,0
1840,60,78819,759,251590,3,0.72,1,Salaried,High School,Education,0
1841,41,63856,757,136120,10,0.22,3,Unemployed,Postgraduate,Personal,1
1842,35,184648,342,173050,5,0.43,2,Self-Employed,Postgraduate,Home,0
1843,53,61938,577,314750,3,0.78,7,Unemployed,Postgraduate,Business,0
1844,55,79807,429,479790,20,0.36,3,Self-Employed,High School,Personal,0
1845,46,69877,649,365256,15,0.36,8,Business,PhD,Car,0
1846,28,63461,843,78414,10,0.24,0,Self-Employed,Postgraduate,Car,0
1847,56,113474,405,360289,15,0.18,0,Salaried,Postgraduate,Home,0
1848,50,191541,300,185294,3,0.62,3,Self-Employed,High School,Car,0
1849,43,103136,731,53115,15,0.64,2,Self-Employed,PhD,Home,0
1850,62,40435,605,356750,15,0.78,2,Unemployed,PhD,Car,0
1851,64,165263,826,45647,1,0.64,9,Salaried,PhD,Car,1
1852,34,104726,352,59607,3,0.27,1,Business,PhD,Personal,0
1853,34,178458,819,455626,15,0.13,9,Self-Employed,High School,Car,0
1854,22,182793,629,26996,5,0.79,9,Business,High School,Home,0
1855,57,74786,624,453137,3,0.34,1,Salaried,PhD,Education,0
1856,25,33704,413,88697,1,0.32,7,Self-Employed,Graduate,Education,0
1857,58,76635,446,313166,10,0.73,0,Unemployed,High School,Education,0
1858,61,153195,465,307292,20,0.51,7,Business,Graduate,Home,0
1859,34,110710,678,72764,15,0.25,9,Unemployed,Graduate,Home,0
1860,59,82993,438,359045,5,0.72,2,Business,PhD,Education,0
1861,45,132752,598,357868,1,0.8,1,Salaried,PhD,Car,0
1862,40,176488,575,391910,3,0.16,8,Self-Employed,Postgraduate,Education,0
1863,22,152886,477,244190,20,0.7,4,Business,Graduate,Business,0
1864,59,98537,653,13888,20,0.37,4,Unemployed,Postgraduate,Home,0
1865,26,70258,453,224738,15,0.47,5,Business,PhD,Business,0
1866,37,167580,500,437375,1,0.74,3,Business,Graduate,Business,0
1867,45,105166,414,440413,1,0.78,6,Business,High School,Home,0
1868,48,133710,367,482542,5,0.28,6,Business,Postgraduate,Education,0
1869,22,55699,744,226432,10,0.25,8,Business,PhD,Personal,0
1870,55,66335,744,366085,10,0.16,5,Business,Graduate,Business,0
1871,57,66806,625,422690,10,0.49,0,Unemployed,PhD,Education,0
1872,25,97853,658,284477,20,0.11,8,Business,Postgraduate,Personal,1
1873,21,55739,444,41355,20,0.39,9,Business,PhD,Business,0
1874,60,54785,574,235487,3,0.15,8,Business,PhD,Education,0
1875,32,183052,808,134686,20,0.38,4,Self-Employed,High School,Business,0
1876,56,105016,478,472119,20,0.13,6,Salaried,PhD,Education,0
1877,43,152681,776,464474,1,0.68,0,Salaried,Graduate,Car,0
1878,51,86253,713,167217,3,0.25,3,Salaried,Graduate,Car,0
1879,31,111128,452,254602,1,0.33,9,Unemployed,High School,Home,0
1880,30,179213,403,254434,5,0.71,3,Unemployed,Graduate,Personal,0
1881,23,181081,374,370314,5,0.62,4,Unemployed,PhD,Business,0
1882,34,147581,427,342819,3,0.25,5,Business,PhD,Business,1
1883,36,130966,644,185926,3,0.15,3,Salaried,Graduate,Education,1
1884,30,157854,830,72664,20,0.6,5,Business,Postgraduate,Personal,0
1885,49,119352,458,91153,5,0.37,9,Self-Employed,PhD,Business,0
1886,30,177005,837,98616,15,0.64,6,Salaried,Graduate,Personal,0
1887,32,97154,725,302429,10,0.41,2,Self-Employed,PhD,Personal,0
1888,50,159379,322,261349,20,0.34,8,Self-Employed,PhD,Car,0
1889,61,128297,346,415749,10,0.42,7,Business,High School,Business,0
1890,21,58346,824,430840,5,0.62,0,Salaried,Graduate,Business,0
1891,25,132138,443,51996,10,0.73,1,Self-Employed,PhD,Home,1
1892,40,70772,718,314091,15,0.13,1,Salaried,Postgraduate,Personal,1
1893,28,60149,384,426172,15,0.47,9,Self-Employed,Graduate,Education,0
1894,63,106700,715,318174,1,0.12,8,Self-Employed,Postgraduate,Car,1
1895,32,178598,781,456813,3,0.43,8,Business,Graduate,Home,0
1896,21,116758,755,309587,10,0.72,8,Salaried,Postgraduate,Car,0
1897,40,148447,596,133344,15,0.35,0,Business,Postgraduate,Education,0
1898,48,25695,411,234685,3,0.75,6,Business,Graduate,Home,0
1899,63,59169,529,332608,3,0.54,2,Business,High School,Car,0
1900,57,67947,395,133019,1,0.75,8,Business,High School,Education,1
1901,57,198296,677,140024,3,0.63,7,Business,Graduate,Home,0
1902,32,65865,455,455096,3,0.17,2,Self-Employed,PhD,Education,0
1903,57,176625,720,188273,20,0.26,0,Salaried,Graduate,Home,0
1904,64,124501,404,125454,5,0.38,8,Salaried,Graduate,Business,0
1905,48,80410,629,129444,1,0.22,9,Business,PhD,Business,1
1906,35,123754,738,379319,1,0.45,0,Salaried,Graduate,Car,0
1907,26,110895,431,309604,10,0.43,2,Self-Employed,Graduate,Personal,0
1908,64,175888,681,158868,3,0.77,5,Business,PhD,Personal,0
1909,40,70705,437,167818,10,0.4,5,Unemployed,PhD,Education,0
1910,34,135700,569,485001,20,0.65,9,Unemployed,High School,Home,0
1911,22,93914,849,5015,15,0.76,3,Self-Employed,Postgraduate,Business,0
1912,29,21881,695,316901,3,0.71,1,Self-Employed,Postgraduate,Personal,1
1913,57,190639,763,162029,15,0.25,9,Unemployed,High School,Business,1
1914,40,67365,749,86541,5,0.45,5,Business,High School,Education,1
1915,46,99211,630,26292,20,0.34,9,Self-Employed,Postgraduate,Education,0
1916,49,176078,552,389838,3,0.38,4,Unemployed,High School,Home,1
1917,21,61198,584,167948,10,0.35,5,Business,Graduate,Personal,0
1918,55,173903,573,196799,10,0.68,6,Self-Employed,High School,Education,1
1919,26,120649,319,52046,3,0.42,8,Salaried,High School,Education,1
1920,57,167531,538,19817,10,0.47,6,Salaried,High School,Business,1
1921,25,183515,569,489222,3,0.79,3,Salaried,High School,Car,1
1922,53,193388,717,14759,1,0.14,9,Business,Postgraduate,Personal,0
1923,34,156949,609,184504,10,0.44,4,Self-Employed,PhD,Home,0
1924,32,59553,330,273556,3,0.64,5,Unemployed,Postgraduate,Home,0
1925,62,155994,403,455973,3,0.21,8,Self-Employed,Postgraduate,Business,0
1926,40,142778,485,287648,10,0.53,4,Salaried,PhD,Home,0
1927,44,137018,427,375644,1,0.27,4,Salaried,Postgraduate,Education,0
1928,63,155758,509,275651,10,0.71,6,Business,Graduate,Personal,0
1929,54,52766,713,26050,3,0.33,1,Unemployed,PhD,Home,0
1930,45,52006,580,403036,1,0.33,2,Business,Graduate,Personal,1
1931,49,51422,552,406051,15,0.52,1,Unemployed,Postgraduate,Home,0
1932,59,136590,318,491383,5,0.23,9,Self-Employed,Postgraduate,Car,0
1933,51,32205,435,105153,10,0.3,9,Business,PhD,Car,0
1934,63,174599,522,280731,20,0.39,1,Business,Postgraduate,Personal,1
1935,43,169515,302,236329,3,0.35,2,Business,High School,Car,0
1936,64,167596,535,62732,1,0.47,5,Salaried,Graduate,Car,0
1937,58,136477,764,56921,1,0.52,4,Salaried,Graduate,Education,1
1938,40,48202,527,443715,15,0.5,4,Unemployed,High School,Home,0
1939,43,197214,798,122734,10,0.56,1,Self-Employed,PhD,Car,0
1940,36,81692,820,397248,20,0.32,1,Business,PhD,Personal,0
1941,62,40855,438,142912,1,0.19,0,Salaried,High School,Education,0
1942,28,45095,575,463293,15,0.63,2,Business,High School,Car,0
1943,41,189796,590,36440,3,0.7,6,Unemployed,Graduate,Personal,0
1944,21,69241,352,40183,15,0.28,4,Unemployed,High School,Home,0
1945,28,123119,409,363316,10,0.38,6,Self-Employed,High School,Car,0
1946,49,72003,303,138461,15,0.45,8,Unemployed,High School,Personal,0
1947,52,114837,346,453292,1,0.47,5,Business,Postgraduate,Personal,0
1948,58,114283,393,119515,1,0.56,1,Self-Employed,High School,Business,1
1949,25,167044,512,390327,5,0.13,0,Self-Employed,Postgraduate,Personal,0
1950,42,143805,735,333443,15,0.61,0,Salaried,Graduate,Business,1
1951,54,113846,807,225533,3,0.14,9,Business,Graduate,Home,0
1952,21,42927,504,490301,20,0.43,8,Unemployed,PhD,Home,0
1953,46,140589,680,120503,20,0.68,5,Salaried,Graduate,Education,0
1954,63,135657,372,44023,10,0.42,5,Business,PhD,Business,0
1955,30,86630,815,186101,5,0.2,3,Business,Postgraduate,Personal,0
1956,50,124428,375,307085,15,0.79,1,Self-Employed,High School,Education,0
1957,38,142035,376,487209,3,0.72,9,Self-Employed,Graduate,Education,0
1958,37,146244,709,452166,5,0.64,2,Business,High School,Home,0
1959,46,89518,405,388821,1,0.39,2,Salaried,PhD,Personal,1
1960,28,196355,775,223031,10,0.23,7,Self-Employed,Postgraduate,Business,1
1961,60,101326,574,81054,15,0.76,5,Self-Employed,Graduate,Home,0
1962,32,163277,387,332507,20,0.47,6,Business,High School,Education,0
1963,47,140243,376,66742,3,0.7,8,Business,PhD,Car,0
1964,28,32748,376,496112,1,0.34,0,Self-Employed,High School,Education,0
1965,45,172169,741,50215,5,0.33,1,Salaried,Graduate,Car,0
1966,24,154164,839,315001,10,0.79,8,Self-Employed,High School,Home,1
1967,53,73311,544,322620,5,0.47,4,Business,Postgraduate,Business,1
1968,21,42692,681,164245,20,0.2,3,Self-Employed,Graduate,Personal,0
1969,39,144954,441,407611,5,0.25,0,Business,PhD,Car,0
1970,51,174934,667,326912,3,0.44,8,Self-Employed,Graduate,Personal,0
1971,36,150035,383,246443,1,0.13,8,Business,PhD,Home,0
1972,34,99507,442,482959,15,0.42,3,Business,PhD,Home,0
1973,25,100152,651,108591,3,0.39,8,Salaried,Graduate,Home,0
1974,61,24926,844,254045,20,0.65,9,Business,PhD,Business,0
1975,46,23969,451,51229,10,0.35,0,Self-Employed,Graduate,Car,1
1976,48,55733,457,424855,20,0.79,4,Business,Postgraduate,Personal,0
1977,22,89855,745,378850,20,0.23,0,Unemployed,Postgraduate,Education,0
1978,26,61743,602,67583,5,0.51,3,Self-Employed,High School,Home,1
1979,29,150193,749,260931,10,0.16,4,Salaried,Postgraduate,Personal,0
1980,53,190948,523,164996,3,0.61,2,Self-Employed,PhD,Personal,0
1981,61,127445,342,131011,20,0.8,1,Salaried,High School,Business,1
1982,45,40323,563,471185,3,0.67,5,Unemployed,High School,Car,1
1983,33,36428,302,297248,15,0.49,2,Salaried,Graduate,Business,0
1984,29,54578,567,245660,5,0.44,9,Business,High School,Business,0
1985,33,106486,315,304738,3,0.68,0,Unemployed,Graduate,Personal,0
1986,51,84140,633,270808,10,0.76,4,Unemployed,High School,Car,0
1987,61,127325,763,277672,20,0.79,1,Salaried,Postgraduate,Car,0
1988,31,103829,358,164262,15,0.38,1,Self-Employed,Graduate,Car,0
1989,24,26364,476,202105,10,0.79,3,Salaried,PhD,Home,1
1990,54,148867,362,459377,5,0.21,3,Salaried,High School,Car,0
1991,58,186421,606,209249,15,0.28,3,Unemployed,Postgraduate,Personal,1
1992,24,151763,545,133404,15,0.16,6,Business,Postgraduate,Home,0
1993,58,115598,588,468395,15,0.29,0,Self-Employed,Graduate,Education,0
1994,39,196968,631,206664,20,0.64,7,Salaried,Graduate,Business,1
1995,26,77062,826,300043,1,0.7,9,Business,Graduate,Car,0
1996,54,164933,554,338123,15,0.65,8,Business,PhD,Education,0
1997,38,108302,809,22241,10,0.54,9,Self-Employed,PhD,Car,0
1998,33,83928,762,313355,10,0.46,5,Business,PhD,Business,0
1999,61,61347,498,68472,5,0.6,3,Salaried,High School,Personal,0
2000,43,23121,570,210320,3,0.37,5,Unemployed,PhD,Personal,0
2001,39,103793,363,471973,3,0.69,9,Business,Graduate,Business,0
2002,31,48164,529,36346,1,0.57,6,Unemployed,Postgraduate,Education,0
2003,21,45491,548,86196,20,0.59,5,Self-Employed,Postgraduate,Home,0
2004,44,79222,545,371595,20,0.48,0,Self-Employed,Graduate,Home,0
2005,27,174237,456,213196,15,0.72,4,Business,PhD,Car,0
2006,45,23748,387,370052,1,0.28,7,Unemployed,PhD,Business,0
2007,41,46553,612,440436,5,0.37,7,Salaried,Graduate,Business,0
2008,35,136547,365,154014,5,0.64,9,Unemployed,Postgraduate,Home,1
2009,21,80380,319,316311,3,0.44,8,Business,High School,Education,0
2010,32,64331,332,303517,5,0.72,3,Unemployed,Postgraduate,Business,0
2011,27,140617,372,334287,15,0.34,9,Unemployed,PhD,Personal,0
2012,35,59560,642,125623,10,0.36,5,Self-Employed,Postgraduate,Personal,0
2013,41,73865,432,377157,5,0.72,6,Business,PhD,Business,0
2014,39,197758,354,7016,1,0.43,4,Unemployed,Postgraduate,Education,0
2015,49,95910,360,336254,15,0.46,7,Business,Graduate,Personal,0
2016,45,155747,819,444525,5,0.33,2,Salaried,PhD,Education,0
2017,53,97986,571,12274,20,0.29,7,Business,High School,Home,1
2018,52,30068,545,20748,5,0.56,4,Salaried,High School,Car,0
2019,55,74460,475,418391,20,0.18,0,Business,Graduate,Home,0
2020,64,120766,616,16826,15,0.72,5,Business,Postgraduate,Car,0
2021,58,66418,430,350152,5,0.65,1,Unemployed,Graduate,Personal,1
2022,46,46206,401,134288,20,0.23,6,Unemployed,Graduate,Car,0
2023,31,148180,609,432345,10,0.59,8,Salaried,High School,Car,0
2024,55,20287,591,206081,3,0.52,2,Salaried,High School,Business,0
2025,28,42337,794,256054,15,0.23,9,Self-Employed,PhD,Car,0
2026,34,171738,660,421706,20,0.29,3,Unemployed,PhD,Business,0
2027,30,152233,637,372767,1,0.39,3,Salaried,PhD,Car,0
2028,22,120667,309,177507,5,0.59,3,Unemployed,Graduate,Business,0
2029,29,110071,348,211089,20,0.55,2,Business,Graduate,Personal,0
2030,23,118064,786,406736,20,0.47,4,Self-Employed,PhD,Personal,1
2031,41,189823,620,228023,20,0.64,8,Unemployed,High School,Car,1
2032,46,126511,432,350250,3,0.63,7,Unemployed,High School,Education,0
2033,28,165830,382,197949,1,0.53,9,Unemployed,Postgraduate,Personal,0
2034,22,23178,356,418014,1,0.65,1,Unemployed,PhD,Home,0
2035,26,51831,675,321782,10,0.33,8,Salaried,Graduate,Home,0
2036,48,153248,648,74072,3,0.72,9,Salaried,Postgraduate,Business,0
2037,49,123306,570,72309,20,0.53,1,Self-Employed,Postgraduate,Education,0
2038,46,184726,782,165966,15,0.68,6,Business,Postgraduate,Business,1
2039,45,177699,410,461179,3,0.48,4,Business,PhD,Car,0
2040,32,132025,375,391868,3,0.25,6,Self-Employed,PhD,Personal,0
2041,25,195982,457,190639,1,0.48,4,Business,PhD,Education,0
2042,54,110417,831,394987,10,0.36,5,Salaried,High School,Business,0
2043,57,186494,628,40326,10,0.59,7,Unemployed,Postgraduate,Business,1
2044,35,31984,421,191131,3,0.43,0,Business,High School,Home,0
2045,64,109312,340,272223,3,0.69,0,Unemployed,PhD,Car,1
2046,56,103291,466,424054,5,0.57,4,Unemployed,High School,Business,0
2047,35,27135,322,388556,20,0.58,0,Salaried,High School,Home,0
2048,63,20320,578,92340,1,0.25,2,Unemployed,Graduate,Education,1
2049,43,172756,768,445325,20,0.79,9,Business,PhD,Business,0
2050,26,108774,699,352355,15,0.69,8,Salaried,Postgraduate,Home,0
2051,64,172961,308,423810,15,0.65,6,Self-Employed,PhD,Car,0
2052,63,118071,312,309893,10,0.33,5,Salaried,High School,Personal,0
2053,41,199971,351,172364,1,0.47,7,Business,PhD,Education,0
2054,43,161842,508,123192,20,0.2,7,Salaried,PhD,Business,0
2055,63,190393,849,341678,10,0.48,5,Business,Graduate,Home,0
2056,36,129863,701,256749,15,0.2,3,Business,Graduate,Business,0
2057,35,61777,490,346377,3,0.49,3,Salaried,PhD,Personal,1
2058,45,66250,350,56818,1,0.55,3,Business,Graduate,Business,0
2059,56,93034,692,379054,1,0.37,5,Self-Employed,High School,Business,0
2060,31,124940,599,18429,20,0.45,0,Business,High School,Home,0
2061,35,60130,495,62748,5,0.71,1,Self-Employed,High School,Personal,0
2062,24,153609,716,53807,20,0.18,5,Self-Employed,Graduate,Education,0
2063,41,35216,719,274284,3,0.65,0,Business,PhD,Home,0
2064,33,104149,821,330370,3,0.22,8,Unemployed,High School,Personal,0
2065,42,23009,655,243161,10,0.13,5,Self-Employed,Postgraduate,Personal,0
2066,39,109904,447,413117,1,0.23,6,Self-Employed,High School,Business,0
2067,54,180399,664,355959,10,0.64,0,Salaried,PhD,Car,0
2068,34,165281,663,295669,3,0.38,7,Self-Employed,High School,Car,0
2069,24,199515,701,287635,5,0.71,4,Self-Employed,Postgraduate,Education,0
2070,47,35029,791,204888,1,0.47,4,Self-Employed,High School,Business,0
2071,49,122171,528,171052,3,0.12,5,Self-Employed,High School,Car,0
2072,48,134456,836,231597,5,0.6,6,Unemployed,PhD,Home,0
2073,55,82559,567,13078,20,0.18,6,Self-Employed,High School,Education,0
2074,28,84892,704,96654,15,0.65,4,Business,High School,Business,1
2075,36,90409,310,134101,3,0.22,0,Unemployed,Graduate,Home,0
2076,62,159707,619,487737,15,0.34,8,Self-Employed,PhD,Car,0
2077,56,53065,425,446920,10,0.63,5,Business,PhD,Car,0
2078,50,140544,605,21997,15,0.77,8,Business,PhD,Car,0
2079,38,127340,810,478026,3,0.36,3,Unemployed,PhD,Car,0
2080,22,53783,388,136940,15,0.68,1,Unemployed,High School,Personal,1
2081,33,54152,654,424614,1,0.23,2,Business,Postgraduate,Education,0
2082,24,78741,651,217650,3,0.67,3,Unemployed,Postgraduate,Education,0
